rule_id,display_name,severity,fidelity_tier,data_source,useful_30d,noise_30d,useful_pct,notes
Azure.MonitorActivity.Storage.SASTokenExternalAccess,Azure Storage SAS Token Access from External IP,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.BlobAnonymousAccessEnabled,Azure Storage Blob Anonymous Access Enabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.BlobSoftDeleteDisabled,Azure Storage Blob Soft Delete Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.ContainerSoftDeleteDisabled,Azure Storage Container Soft Delete Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.Deleted,Azure Storage Account Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.HttpsOnlyDisabled,Azure Storage Account HTTPS-Only Traffic Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.KeyRegenerated,Azure Storage Account Key Regenerated,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.KeysListed,Azure Storage Account Keys Listed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.PublicNetworkAccessEnabled,Azure Storage Account Public Network Access Enabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.SharedKeyAccessEnabled,Azure Storage Account Shared Key Access Enabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.StorageAccount.VersioningDisabled,Azure Storage Account Blob Versioning Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.VirtualMachine.Deleted,Azure Virtual Machine Deleted,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Box.Access.Granted,Box Access Granted,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Box.Content.Workflow.Policy.Violation,Box Content Workflow Policy Violation,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Box.Large.Number.Downloads,Box Large Number of Downloads,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Box.Large.Number.Permission.Updates,Box Large Number of Permission Changes,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Box.Malicious.Content,Malicious Content Detected,High,Investigative,dd_sampled,0,13,0.0%,Sampled DD data — may be incomplete (query truncation)
Box.New.Login,Box New Login,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Box.Shield.Anomalous.Download,Box Shield Detected Anomalous Download Activity,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Box.Shield.Suspicious.Alert,Box Shield Suspicious Alert Triggered,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Box.Untrusted.Device,Box Untrusted Device Login,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
CarbonBlack.AlertV2.Passthrough,Carbon Black Passthrough Rule,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
CarbonBlack.Audit.API.Key.Created.Retrieved,Carbon Black API Key Created or Retrieved,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
CarbonBlack.Audit.Admin.Grant,Carbon Black Admin Role Granted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
CarbonBlack.Audit.Data.Forwarder.Stopped,Carbon Black Data Forwarder Stopped,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
CarbonBlack.Audit.Flagged,Carbon Black Log Entry Flagged,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
CarbonBlack.Audit.User.Added.Outside.Org,Carbon Black User Added Outside Org,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
CiscoUmbrella.DNS.Blocked,Cisco Umbrella Domain Blocked,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Cloudflare.Firewall.L7DDoS,Cloudflare L7 DDoS,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Connection.to.Embargoed.Country,Connection to Embargoed Country,Low,Investigative,dd_sampled,0,14,0.0%,Sampled DD data — may be incomplete (query truncation)
Crowdstrike.API.Key.Created,Crowdstrike API Key Created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.API.Key.Deleted,Crowdstrike API Key Deleted,Medium,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Crowdstrike.AdminRoleAssigned,Crowdstrike Admin Role Assigned,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.AllowlistRemoved,Crowdstrike Allowlist Removed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.Base64EncodedArgs,Execution of Command Line Tool with Base64 Encoded Arguments,Medium,Investigative,volume_based,,,,Avg 12 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Crowdstrike.Credential.Dumping.Tool,Crowdstrike Credential Dumping Tool,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.Cryptomining.Tools,Crowdstrike Cryptomining Tools,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.Detection.passthrough,Crowdstrike Detection Passthrough,Medium,Investigative,dd_sampled,0,2692,0.0%,Sampled DD data — may be incomplete (query truncation)
Crowdstrike.EphemeralUserAccount,Crowdstrike Ephemeral User Account,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.IpAllowlistChanged,Crowdstrike IP Allowlist Changed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.Macos.Add.Trusted.Cert,CrowdStrike MacOS Added Trusted Cert,Medium,Investigative,volume_based,,,,Avg 82 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Crowdstrike.Macos.Osascript.Administrator,CrowdStrike MacOS Osascript as Administrator,Medium,Investigative,volume_based,,,,Avg 54 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Crowdstrike.Macos.Plutil.Usage,CrowdStrike MacOS plutil Usage,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.NewAdminUserCreated,Crowdstrike New Admin User Created,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.NewUserCreated,Crowdstrike New User Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.RealTimeResponse.Session,Crowdstrike Real Time Response (RTS) Session,Medium,Investigative,volume_based,,,,Avg 20 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Crowdstrike.Remote.Access.Tool.Execution,Crowdstrike Remote Access Tool Execution,Info,Investigative,volume_based,,,,Avg 2 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Crowdstrike.Reverse.Shell.Tool.Executed,Crowdstrike Reverse Shell Tool Executed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.SingleIpAllowlisted,Crowdstrike Single IP Allowlisted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.Systemlog.Tampering,Crowdstrike Systemlog Tampering,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.Unusual.Parent.Child.Processes,Crowdstrike Unusual Parent Child Processes,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.UserDeleted,Crowdstrike User Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.UserPasswordChange,Crowdstrike User Password Changed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Crowdstrike.WMI.Query.Detection,Crowdstrike WMI Query Detection,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
DUO.Admin.Action.MarkedFraudulent,Duo Admin Marked Push Fraudulent,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
DUO.User.Action.Fraudulent,Duo User Action Reported as Fraudulent,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
DUO.User.BypassCode.Used,Duo User Bypass Code Used,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
DUO.User.Denied.AnomalousPush,Duo User Auth Denied For Anomalous Push,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
DUO.User.Endpoint.Failure,Duo User Denied For Endpoint Error,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.AccessToMultipleWorkspaces,Databricks Access to Multiple Workspaces,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.AccessTokenRevoked,Databricks Access Token Revoked,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.AccountAdminPrivilegedRoleAssignment,Databricks Account Admin Privileged Role Assignment,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.AttemptedLogonFromDeniedIP,Databricks Attempted Logon From Denied IP,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.ConfigChangesAccountLevel,Databricks Account-Level Configuration Changes,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.ConfigChangesHighPriority,Databricks High Priority Configuration Changes,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.ConfigChangesWorkspaceLevel,Databricks Workspace-Level Configuration Changes,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.DataDownloadsFromControlPlane,Databricks Data Downloads From Control Plane,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.DataMovementExplicitCredentials,Databricks Data Movement with Explicit Credentials,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.DeltaSharingIPAccessFailures,Databricks Delta Sharing IP Access Failures,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.DeltaSharingRecipientWithoutIPACLs,Databricks Delta Sharing Recipient Without IP ACLs,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.DestructiveActivities,Databricks Destructive Activities,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.EmployeeLogon,Databricks Employee Logon,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.GlobalInitScriptChanges,Databricks Global Init Script Changes,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.GroupCreated,Databricks Group Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.GroupDeleted,Databricks Group Deleted,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.InstallLibraryAllClusters,Databricks Install Library on All Clusters,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.LongLifetimeTokenGenerated,Databricks Long-Lifetime Token Generated,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.MFAKeyChange,Databricks MFA Key Change,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.MetastoreAdminPrivilegeGranted,Databricks Metastore Admin Privilege Granted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.MountPointCreation,Databricks Mount Point Creation,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.NonSSOLogin,Databricks Non-SSO Login Detected,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.PotentialPrivilegeEscalation,Databricks Potential Privilege Escalation,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.PrincipalRemovedFromGroup,Databricks Principal Removed From Group,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.RepeatedAccessToSecrets,Databricks Repeated Access to Secrets,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.RepeatedFailedLoginAttempts,Databricks Repeated Failed Login Attempts,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.RepeatedUnauthorizedUCDataRequests,Databricks Repeated Unauthorized UC Data Requests,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.RepeatedUnauthorizedUCRequests,Databricks Repeated Unauthorized Unity Catalog Requests,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.SSOConfigChanged,Databricks SSO Configuration Changed,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.TermsOfServiceChanges,Databricks Terms of Service Changes,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.TrufflehogScanDetected,Databricks TruffleHog Scan Detected,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.UserAccountCreated,Databricks User Account Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.UserAccountDeleted,Databricks User Account Deleted,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.UserPasswordChanged,Databricks User Password Changed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.UserRoleModified,Databricks User Role Modified,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.VerboseAuditLoggingDisabled,Databricks Verbose Audit Logging Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Databricks.Audit.WorkspaceAdminPrivilegedRoleAssignment,Databricks Workspace Admin Privileged Role Assignment,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Docusign.Connect.EnvelopeCorrected,DocuSign Envelope Corrected,Low,Investigative,dd_sampled,0,4,0.0%,Sampled DD data — may be incomplete (query truncation)
Docusign.Connect.EnvelopeVoided,DocuSign Envelope Voided,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Docusign.Connect.RecipientAuthenticationFailure,DocuSign Recipient Authentication Failure,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Docusign.Connect.RecipientDeclined,DocuSign Recipient Declined Envelope,Low,Investigative,dd_sampled,0,4,0.0%,Sampled DD data — may be incomplete (query truncation)
Docusign.Connect.TemplateManagement,DocuSign Template Management Activity,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Dropbox.Admin.sign.in.as.Session,Dropbox Admin sign-in-as Session,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Dropbox.External.Share,Dropbox External Share,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Dropbox.Linked.Team.Application.Added,Dropbox Linked Team Application Added,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Dropbox.Ownership.Transfer,Dropbox Document/Folder Ownership Transfer,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Dropbox.User.Disabled.2FA,Dropbox User Disabled 2FA,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.App.Integration.Secret.Key.Viewed,Duo Admin App Integration Secret Key Viewed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.Bypass.Code.Created,Duo Admin Bypass Code Created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.Bypass.Code.Viewed,Duo Admin Bypass Code Viewed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.Create.Admin,Duo Admin Create Admin,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.Lockout,Duo Admin Lockout,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.MFA.Restrictions.Updated,Duo Admin MFA Restrictions Updated,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.New.Admin.API.App.Integration,Duo Admin New Admin API App Integration,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.Policy.Updated,Duo Admin Policy Updated,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.SSO.SAML.Requirement.Disabled,Duo Admin SSO SAML Requirement Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Duo.Admin.User.MFA.Bypass.Enabled,Duo Admin User MFA Bypass Enabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Access.Attempts.Violating.IAP.Access.Controls,GCP Access Attempts Violating IAP Access Controls,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Access.Attempts.Violating.VPC.Service.Controls,GCP Access Attempts Violating VPC Service Controls,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.BigQuery.Large.Scan,GCP BigQuery Large Scan,Info,Investigative,volume_based,,,,Avg 180 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.Cloud.Run.Service.Created,GCP Cloud Run Service Created,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Cloud.Run.Set.IAM.Policy,GCP Cloud Run Set IAM Policy,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.CloudArmor.React2Shell.RCE.Attempt,GCP Cloud Armor RCE Attempt Detected,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.CloudBuild.Potential.Privilege.Escalation,GCP CloudBuild Potential Privilege Escalation,High,Investigative,dd_sampled,2,12,14.3%,Sampled DD data — may be incomplete (query truncation)
GCP.Cloudfunctions.Functions.Create,GCP cloudfunctions functions create,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Cloudfunctions.Functions.Update,GCP cloudfunctions functions update,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Compute.IAM.Policy.Update,GCP Compute IAM Policy Update Detection,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Compute.SSHConnection,GCP Compute SSH Connection,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.DNS.Zone.Modified.or.Deleted,GCP DNS Zone Modified or Deleted,Low,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.Destructive.Queries,GCP Destructive Queries,Info,Investigative,volume_based,,,,Avg 84 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.Firewall.Rule.Created,GCP Firewall Rule Created,Low,Investigative,volume_based,,,,Avg 6 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.Firewall.Rule.Deleted,GCP Firewall Rule Deleted,Low,Investigative,volume_based,,,,Avg 5 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.Firewall.Rule.Modified,GCP Firewall Rule Modified,Low,Investigative,volume_based,,,,Avg 3 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.GCS.BulkDeletion,GCP GCS Bulk Object Deletion,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.GCS.BulkObjectRewrite,GCP GCS Bulk Object Rewrite Operation,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.GCS.IAMChanges,GCP GCS IAM Permission Changes,Low,Investigative,volume_based,,,,Avg 13 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.GCS.ObjectExfiltration,GCP GCS Object Copied to Different Bucket,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.GCS.Public,GCS Bucket Made Public,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.GCS.Ransom.Note.Upload,GCP GCS Ransom Note Upload,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.GKE.Kubernetes.Cron.Job.Created.Or.Modified,GCP GKE Kubernetes Cron Job Created Or Modified,Medium,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.IAM.CorporateEmail,GCP Corporate Email Not Used,Low,Investigative,dd_sampled,0,3,0.0%,Sampled DD data — may be incomplete (query truncation)
GCP.IAM.CustomRoleChanges,GCP IAM Role Has Changed,Info,Investigative,volume_based,,,,Avg 8 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.IAM.OrgFolderIAMChanges,GCP Org or Folder Policy Was Changed Manually,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.IAM.Tag.Enumeration,GCP IAM and Tag Enumeration,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.IAM.serviceAccounts.getAccessToken.Privilege.Escalation,GCP IAM serviceAccounts getAccessToken Privilege Escalation,High,Investigative,dd_sampled,0,648,0.0%,Sampled DD data — may be incomplete (query truncation)
GCP.IAM.serviceAccounts.signBlob,GCP IAM serviceAccounts signBlob,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.IAM.serviceAccounts.signJwt.Privilege.Escalation,GCP IAM serviceAccounts.signJwt Privilege Escalation,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Inbound.SSO.Profile.Created,GCP Inbound SSO Profile Created,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.KMS.BulkEncryption,GCP KMS Bulk Encryption by GCS Service Account,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.KMS.CrossProjectEncryption,GCP KMS Cross-Project Encryption,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.KMS.EnableKey,GCP KMS Key Granted to GCS Service Account,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.KMS.EraseKey,GCP KMS Key Version Disabled or Destroyed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Log.Bucket.Or.Sink.Deleted,GCP Log Bucket or Sink Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Logging.Settings.Modified,GCP Logging Settings Modified,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Logging.Sink.Modified,GCP Logging Sink Modified,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Permissions.Granted.to.Create.or.Manage.Service.Account.Key,GCP Permissions Granted to Create or Manage Service Account Key,Low,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.Privilege.Escalation.By.Deployments.Create,GCP.Privilege.Escalation.By.Deployments.Create,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Privileged.Operation,GCP Privileged Operation,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Project.ExternalUserOwnershipInvite,GCP External User Ownership Invite,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.SQL.ConfigChanges,GCP SQL Config Changes,Low,Investigative,volume_based,,,,Avg 5 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.Service.Account.Access.Denied,GCP Service Account Access Denied,Low,Investigative,volume_based,,,,Avg 90 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GCP.Storage.Hmac.Keys.Create,GCP storage hmac keys create,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Tag.Binding.Creation,GCP Tag Binding Creation,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.VPC.Flow.Logs.Disabled,GCP VPC Flow Logs Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Workforce.Pool.Created.or.Updated,GCP Workforce Pool Created or Updated,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.Workload.Identity.Pool.Created.or.Updated,GCP Workload Identity Pool Created or Updated,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GCP.compute.instances.create.Privilege.Escalation,GCP compute.instances.create Privilege Escalation,High,Investigative,volume_based,,,,Avg 26 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GSuite.AdvancedProtection,GSuite User Advanced Protection Change,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.CalendarMadePublic,GSuite Calendar Has Been Made Public,Medium,Investigative,volume_based,,,,Avg 8 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GSuite.DeviceCompromise,GSuite User Device Compromised,Medium,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GSuite.DeviceSuspiciousActivity,GSuite Device Suspicious Activity,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.DeviceUnlockFailure,GSuite User Device Unlock Failures,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.DocOwnershipTransfer,GSuite Document External Ownership Transfer,Low,Investigative,volume_based,,,,Avg 4 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GSuite.Drive.BulkDocumentDeletion,GSuite Drive Many Documents Deleted,Medium,Investigative,dd_sampled,0,8,0.0%,Sampled DD data — may be incomplete (query truncation)
GSuite.DriveOverlyVisible,GSuite Overly Visible Drive Document,Info,Investigative,volume_based,,,,Avg 111 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GSuite.ExternalMailForwarding,Gsuite Mail forwarded to external domain,Medium,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GSuite.Gmail.Email.SpamFilter.Bypass,Gsuite Email Bypassed Spam Filter,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Gmail.Malicious.SMTP.Response,Gmail Malicious SMTP Response,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Gmail.Malware.In.Email,Malware Detected in Email,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Gmail.Potential.Spoofed.Email,Gmail Potential Spoofed Email Delivered,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Gmail.SpamEmail.AttachmentDownload,Gsuite Attachments Downloaded from Spam Email,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Gmail.SpamEmail.LinkClicked,Gsuite Link Clicked in Spam Email,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.GoogleAccess,Google Accessed a GSuite Resource,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.GovernmentBackedAttack,GSuite Government Backed Attack,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.GroupBannedUser,GSuite User Banned from Group,Low,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GSuite.IsSuspiciousTag,Suspicious is_suspicious tag,Info # Will be Medium in the future,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
